Batch ID,Job Order Number,Printing Date/Time,Printer Operator ID,Ink Type,Paper Type,No. of Sheets Used,No. of Cards Printed,No. of Half Cards,No. of Quarter Cards,Accepted Cards,Rejected Cards,Color Matching Data,Quality Control Result (Printing),Printing QC - Alignment,Printing QC - Color Accuracy,Printing QC - Material Integrity,Lamination Date/Time,Lamination Operator ID,Chip Type,Embedding Errors,Chip Serial Numbers,Quality Control Result (Embedding),Embedding QC - Chip Functionality,Embedding QC - Alignment,Network Data,Encryption Key,Laser Engraving Serial,ICCID,Personalization Operator ID,Quality Control Result (Personalization),Personalization QC - Data Accuracy,Personalization QC - Laser Engraving,Audit Trail Logs,PO_number,Printing_Year,Printing_Month,Processing Time (Days),Quality Control Result (Printing)_Binary,Quality Control Result (Embedding)_Binary,Quality Control Result (Personalization)_Binary,Total QC Passes
Batch_62,JO_00062,2022-01-30 16:57:00,Operator_40,Offset Ink,PET,41.0,820.0,318.0,502.0,443.0,377.0,Match_Fair,Pass,Pass,Pass,Pass,2022-02-02 03:17:00,Operator_98,Type2,0.0,Chip_255969,Pass,Pass,Pass,GPRS,Key_9231,Serial_7706,ICCID_855464,Operator_142,Pass,Pass,Pass,Log_17457,PO-0042,2022,1,2,1.0,1,1.0,3.0
Batch_63,JO_00063,2022-01-31 04:38:00,Operator_4,UV Ink,Composite Materials,45.0,1410.0,1306.125,144.0,1113.0,72.0,Match_Poor,Fail,Pass,Fail,Fail,2022-02-05 19:32:00,Operator_78,Type2,4.0,Chip_283143,Pass,Pass,Fail,GSM,Key_1034,Serial_1935,ICCID_952656,Operator_127,Pass,Pass,Pass,Log_72261,PO-0043,2022,1,5,0.0,1,1.0,2.0
Batch_64,JO_00064,2022-01-31 16:19:00,Operator_2,Metallic Ink,Composite Materials,46.0,1410.0,849.0,623.0,702.0,657.625,Match_Fair,Pass,Pass,Pass,Pass,2022-02-09 01:19:00,Operator_61,Type3,2.0,Chip_637795,Pass,Pass,Pass,GSM,Key_9286,Serial_9244,ICCID_388959,Operator_119,Pass,Pass,Pass,Log_86807,PO-0044,2022,1,8,1.0,1,1.0,3.0
Batch_65,JO_00065,2022-02-01 04:01:00,Operator_6,UV Ink,Composite Materials,23.0,713.0,178.0,535.0,361.0,352.0,Match_Good,Pass,Pass,Pass,Pass,2022-02-03 05:17:00,Operator_82,Type2,4.0,Chip_302143,Pass,Pass,Pass,GSM,Key_4770,Serial_4271,ICCID_817004,Operator_127,Pass,Pass,Pass,Log_50580,PO-0045,2022,2,2,1.0,1,1.0,3.0
Batch_66,JO_00066,2022-02-01 15:42:00,Operator_42,UV Ink,Composite Materials,36.0,792.0,347.0,445.0,623.0,169.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-02-05 04:20:00,Operator_71,Type2,1.0,Chip_561224,Pass,Pass,Fail,GPRS,Key_5064,Serial_7113,ICCID_715024,Operator_103,Pass,Pass,Pass,Log_83416,PO-0046,2022,2,3,1.0,1,1.0,3.0
Batch_67,JO_00067,2022-02-02 03:23:00,Operator_4,Offset Ink,PVC,28.0,1036.0,965.0,71.0,430.0,606.0,Match_Good,Pass,Pass,Pass,Pass,2022-02-07 02:00:00,Operator_73,Type3,2.0,Chip_439809,Pass,Pass,Pass,GPRS,Key_6808,Serial_4821,ICCID_140341,Operator_125,Pass,Pass,Pass,Log_31780,PO-0047,2022,2,4,1.0,1,1.0,3.0
Batch_68,JO_00068,2022-02-02 15:04:00,Operator_29,Offset Ink,PET,40.0,1280.0,777.0,503.0,317.0,657.625,Match_Good,Pass,Pass,Pass,Pass,2022-02-10 11:26:00,Operator_74,Type3,3.0,Chip_153430,Pass,Pass,Pass,GPRS,Key_1249,Serial_3911,ICCID_210593,Operator_134,Pass,Pass,Pass,Log_71290,PO-0048,2022,2,7,1.0,1,1.0,3.0
Batch_69,JO_00069,2022-02-03 02:46:00,Operator_18,UV Ink,PET,18.0,612.0,500.0,112.0,397.0,215.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-02-09 07:13:00,Operator_62,Type1,0.0,Chip_660964,Pass,Pass,Pass,GSM,Key_7735,Serial_8940,ICCID_313670,Operator_121,Pass,Pass,Pass,Log_83558,PO-0049,2022,2,6,1.0,1,1.0,3.0
Batch_70,JO_00070,2022-02-03 14:27:00,Operator_26,UV Ink,Composite Materials,47.0,1363.0,225.0,1138.0,930.0,433.0,Match_Poor,Pass,Pass,Pass,Pass,2022-02-12 19:14:00,Operator_53,Type1,3.0,Chip_268452,Pass,Fail,Pass,GSM,Key_8557,Serial_8711,ICCID_332376,Operator_111,Pass,Pass,Pass,Log_39270,PO-0050,2022,2,9,1.0,1,1.0,3.0
Batch_71,JO_00071,2022-02-04 02:08:00,Operator_44,Offset Ink,PVC,26.0,520.0,376.0,144.0,516.0,4.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-02-13 19:07:00,Operator_56,Type1,4.0,Chip_774806,Pass,Pass,Fail,GPRS,Key_1865,Serial_2733,ICCID_807439,Operator_127,Pass,Pass,Pass,Log_70663,PO-0051,2022,2,9,1.0,1,1.0,3.0
Batch_72,JO_00072,2022-02-04 13:49:00,Operator_34,Metallic Ink,PET,28.0,700.0,274.0,426.0,266.0,434.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-02-10 15:24:00,Operator_98,Type2,3.0,Chip_244702,Pass,Pass,Fail,GPRS,Key_9572,Serial_3022,ICCID_663406,Operator_128,Pass,Pass,Pass,Log_97387,PO-0052,2022,2,6,1.0,1,1.0,3.0
Batch_73,JO_00073,2022-02-05 01:31:00,Operator_10,Offset Ink,PET,13.0,364.0,204.0,160.0,221.0,143.0,Match_Fair,Pass,Pass,Pass,Pass,2022-02-08 19:55:00,Operator_62,Type3,2.0,Chip_932771,Pass,Pass,Pass,GSM,Key_4880,Serial_9344,ICCID_812342,Operator_104,Pass,Pass,Pass,Log_94550,PO-0053,2022,2,3,1.0,1,1.0,3.0
Batch_74,JO_00074,2022-02-05 13:12:00,Operator_36,UV Ink,Composite Materials,20.0,580.0,378.0,202.0,472.0,108.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-02-09 12:49:00,Operator_70,Type1,1.0,Chip_401426,Pass,Pass,Pass,GPRS,Key_4743,Serial_3413,ICCID_756701,Operator_144,Pass,Pass,Pass,Log_46321,PO-0054,2022,2,3,1.0,1,1.0,3.0
Batch_75,JO_00075,2022-02-06 00:53:00,Operator_14,Metallic Ink,Composite Materials,31.0,1054.0,962.0,92.0,271.0,657.625,Match_Fair,Pass,Pass,Pass,Pass,2022-02-09 02:46:00,Operator_56,Type1,3.0,Chip_245704,Pass,Pass,Pass,GSM,Key_6140,Serial_1077,ICCID_489900,Operator_141,Pass,Pass,Pass,Log_10727,PO-0055,2022,2,3,1.0,1,1.0,3.0
Batch_76,JO_00076,2022-02-06 12:35:00,Operator_31,UV Ink,PET,13.0,364.0,282.0,82.0,264.0,100.0,Match_Good,Pass,Pass,Pass,Pass,2022-02-12 21:09:00,Operator_70,Type2,4.0,Chip_275755,Pass,Pass,Pass,GSM,Key_6367,Serial_5719,ICCID_522776,Operator_148,Pass,Pass,Pass,Log_44486,PO-0056,2022,2,6,1.0,1,1.0,3.0
Batch_77,JO_00077,2022-02-07 00:16:00,Operator_48,Metallic Ink,PET,26.0,858.0,524.0,334.0,843.0,15.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-02-16 13:13:00,Operator_64,Type1,3.0,Chip_483970,Pass,Pass,Pass,GPRS,Key_6111,Serial_1497,ICCID_724942,Operator_126,Pass,Pass,Pass,Log_98474,PO-0057,2022,2,9,1.0,1,1.0,3.0
Batch_78,JO_00078,2022-02-07 11:57:00,Operator_15,UV Ink,PVC,17.0,510.0,316.0,194.0,335.0,175.0,Match_Poor,Fail,Pass,Fail,Fail,2022-02-12 02:17:00,Operator_91,Type3,3.0,Chip_943684,Pass,Pass,Pass,GPRS,Key_7555,Serial_1599,ICCID_623411,Operator_121,Pass,Pass,Pass,Log_94662,PO-0058,2022,2,4,0.0,1,1.0,2.0
Batch_79,JO_00079,2022-02-07 23:38:00,Operator_8,Metallic Ink,PET,43.0,1118.0,658.0,460.0,472.0,646.0,Match_Fair,Pass,Pass,Pass,Pass,2022-02-16 08:11:00,Operator_99,Type3,2.0,Chip_943105,Pass,Pass,Fail,GPRS,Key_5721,Serial_9894,ICCID_980140,Operator_139,Pass,Pass,Pass,Log_27940,PO-0059,2022,2,8,1.0,1,1.0,3.0
Batch_80,JO_00080,2022-02-08 11:20:00,Operator_14,Metallic Ink,PET,20.0,420.0,200.0,220.0,200.0,220.0,Match_Fair,Pass,Pass,Pass,Pass,2022-02-11 14:27:00,Operator_94,Type1,4.0,Chip_541398,Pass,Pass,Pass,UMTS,Key_5554,Serial_7088,ICCID_338262,Operator_104,Pass,Pass,Pass,Log_85169,PO-0060,2022,2,3,1.0,1,1.0,3.0
Batch_81,JO_00081,2022-02-08 23:01:00,Operator_23,UV Ink,Composite Materials,40.0,1320.0,1243.0,77.0,340.0,657.625,Match_Poor,Pass,Pass,Pass,Pass,2022-02-18 00:20:00,Operator_51,Type3,4.0,Chip_751564,Pass,Pass,Pass,UMTS,Key_9442,Serial_1035,ICCID_800570,Operator_137,Pass,Pass,Pass,Log_27099,PO-0021,2022,2,9,1.0,1,1.0,3.0
Batch_82,JO_00082,2022-02-09 10:42:00,Operator_40,Metallic Ink,PET,20.0,500.0,256.0,244.0,335.0,165.0,Match_Fair,Pass,Pass,Pass,Pass,2022-02-12 04:36:00,Operator_70,Type1,1.0,Chip_168251,Pass,Pass,Pass,GPRS,Key_3970,Serial_6350,ICCID_260873,Operator_149,Pass,Pass,Pass,Log_96789,PO-0022,2022,2,2,1.0,1,1.0,3.0
Batch_83,JO_00083,2022-02-09 22:23:00,Operator_21,Offset Ink,Composite Materials,47.0,1128.0,872.0,256.0,322.0,657.625,Match_Fair,Pass,Pass,Pass,Fail,2022-02-14 03:47:00,Operator_72,Type1,2.0,Chip_418778,Pass,Pass,Pass,UMTS,Key_8005,Serial_9944,ICCID_297465,Operator_143,Pass,Pass,Pass,Log_46224,PO-0023,2022,2,4,1.0,1,1.0,3.0
Batch_84,JO_00084,2022-02-10 10:05:00,Operator_16,UV Ink,PET,30.0,720.0,472.0,248.0,463.0,257.0,Match_Poor,Pass,Pass,Pass,Pass,2022-02-13 03:13:00,Operator_90,Type3,2.0,Chip_466267,Pass,Pass,Pass,GSM,Key_4764,Serial_1489,ICCID_907445,Operator_104,Pass,Pass,Pass,Log_84281,PO-0024,2022,2,2,1.0,1,1.0,3.0
Batch_85,JO_00085,2022-02-10 21:46:00,Operator_45,Offset Ink,PET,39.0,1410.0,1194.0,288.0,741.0,657.625,Match_Good,Pass,Pass,Pass,Pass,2022-02-13 08:33:00,Operator_81,Type3,0.0,Chip_585631,Pass,Pass,Pass,GSM,Key_5655,Serial_2318,ICCID_288392,Operator_123,Pass,Pass,Pass,Log_56165,PO-0025,2022,2,2,1.0,1,1.0,3.0
Batch_86,JO_00086,2022-02-11 09:27:00,Operator_18,UV Ink,PET,19.0,722.0,550.0,172.0,214.0,508.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-02-17 01:50:00,Operator_81,Type2,1.0,Chip_170836,Pass,Pass,Pass,GSM,Key_2490,Serial_8209,ICCID_827071,Operator_109,Pass,Pass,Pass,Log_26037,PO-0026,2022,2,5,1.0,1,1.0,3.0
Batch_87,JO_00087,2022-02-11 21:09:00,Operator_47,Metallic Ink,PVC,35.0,875.0,819.0,56.0,403.0,472.0,Match_Perfect,Pass,Pass,Pass,Fail,2022-02-16 01:51:00,Operator_78,Type2,1.0,Chip_151879,Pass,Pass,Pass,GSM,Key_7605,Serial_6795,ICCID_421855,Operator_140,Pass,Pass,fail,Log_71979,PO-0027,2022,2,4,1.0,1,1.0,3.0
Batch_88,JO_00088,2022-02-12 08:50:00,Operator_24,Metallic Ink,Composite Materials,36.0,1044.0,817.0,227.0,847.0,197.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-02-14 23:52:00,Operator_62,Type1,4.0,Chip_701720,Pass,Pass,Pass,GSM,Key_9249,Serial_7977,ICCID_908637,Operator_124,Pass,Pass,Pass,Log_99551,PO-0028,2022,2,2,1.0,1,1.0,3.0
Batch_89,JO_00089,2022-02-12 20:31:00,Operator_26,Metallic Ink,PVC,17.0,561.0,531.0,30.0,370.0,191.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-02-17 16:18:00,Operator_66,Type3,4.0,Chip_103379,Pass,Pass,Pass,GSM,Key_8478,Serial_8666,ICCID_363131,Operator_129,Pass,Pass,Pass,Log_24409,PO-0029,2022,2,4,1.0,1,1.0,3.0
Batch_90,JO_00090,2022-02-13 08:12:00,Operator_25,UV Ink,PET,48.0,1410.0,550.0,1178.0,1113.0,137.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-02-22 01:47:00,Operator_83,Type1,1.0,Chip_317610,Pass,Pass,Pass,GSM,Key_3348,Serial_5661,ICCID_514710,Operator_107,Pass,Pass,Pass,Log_51564,PO-0030,2022,2,8,1.0,1,1.0,3.0
Batch_91,JO_00091,2022-02-13 19:54:00,Operator_45,Offset Ink,PVC,17.0,374.0,323.0,51.0,363.0,11.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-02-19 08:30:00,Operator_85,Type2,2.0,Chip_309899,Pass,Pass,Pass,GSM,Key_4227,Serial_7248,ICCID_675977,Operator_118,Pass,Pass,Pass,Log_51325,PO-0031,2022,2,5,1.0,1,1.0,3.0
Batch_92,JO_00092,2022-02-14 07:35:00,Operator_41,Offset Ink,Composite Materials,17.0,340.0,331.0,9.0,220.0,120.0,Match_Fair,Pass,Pass,Pass,Pass,2022-02-23 23:49:00,Operator_94,Type1,0.0,Chip_787455,Pass,Pass,Pass,UMTS,Key_5251,Serial_2428,ICCID_891598,Operator_102,Pass,Pass,Pass,Log_91485,PO-0032,2022,2,9,1.0,1,1.0,3.0
Batch_93,JO_00093,2022-02-14 19:16:00,Operator_29,UV Ink,PET,43.0,1247.0,188.0,1059.0,502.0,657.625,Match_Perfect,Pass,Pass,Pass,Pass,2022-02-18 19:33:00,Operator_54,Type3,4.0,Chip_764241,Pass,Pass,Pass,UMTS,Key_7425,Serial_7556,ICCID_550560,Operator_128,Pass,Pass,Pass,Log_32957,PO-0033,2022,2,4,1.0,1,1.0,3.0
Batch_94,JO_00094,2022-02-15 06:57:00,Operator_15,UV Ink,PVC,25.0,550.0,497.0,53.0,483.0,67.0,Match_Fair,Pass,Pass,Pass,Pass,2022-02-23 21:54:00,Operator_60,Type3,0.0,Chip_607743,Pass,Pass,Pass,GPRS,Key_3810,Serial_6298,ICCID_184931,Operator_143,Pass,Pass,Pass,Log_52636,PO-0034,2022,2,8,1.0,1,1.0,3.0
Batch_95,JO_00095,2022-02-15 18:39:00,Operator_45,Offset Ink,PVC,22.0,528.0,412.0,116.0,521.0,7.0,Match_Poor,Pass,Pass,Pass,Pass,2022-02-21 15:21:00,Operator_84,Type2,1.0,Chip_462618,Pass,Pass,Pass,GSM,Key_8363,Serial_6977,ICCID_627823,Operator_141,Pass,Pass,Pass,Log_34129,PO-0035,2022,2,5,1.0,1,1.0,3.0
Batch_96,JO_00096,2022-02-16 06:20:00,Operator_1,Offset Ink,Composite Materials,32.0,1216.0,298.0,918.0,218.0,657.625,Match_Good,Pass,Pass,Pass,Pass,2022-02-23 22:33:00,Operator_91,Type1,2.0,Chip_407678,Pass,Pass,Fail,GSM,Key_1194,Serial_1806,ICCID_612037,Operator_129,Pass,Pass,Pass,Log_33955,PO-0036,2022,2,7,1.0,1,1.0,3.0
Batch_97,JO_00097,2022-02-16 18:01:00,Operator_25,Offset Ink,PVC,21.0,609.0,345.0,264.0,420.0,189.0,Match_Fair,Pass,Pass,Pass,Pass,2022-02-24 18:42:00,Operator_53,Type1,0.0,Chip_439964,Pass,Pass,Pass,GSM,Key_6861,Serial_1324,ICCID_797768,Operator_145,Pass,Pass,Pass,Log_96518,PO-0037,2022,2,8,1.0,1,1.0,3.0
Batch_98,JO_00098,2022-02-17 05:42:00,Operator_7,Offset Ink,Composite Materials,36.0,1260.0,578.0,682.0,419.0,657.625,Match_Good,Pass,Pass,Pass,Pass,2022-02-22 21:14:00,Operator_81,Type3,3.0,Chip_276687,Pass,Pass,Pass,UMTS,Key_5651,Serial_3171,ICCID_741507,Operator_117,Pass,Pass,Pass,Log_32081,PO-0038,2022,2,5,1.0,1,1.0,3.0
Batch_99,JO_00099,2022-02-17 17:24:00,Operator_9,UV Ink,PET,31.0,620.0,449.0,171.0,354.0,266.0,Match_Poor,Pass,Pass,Pass,Fail,2022-02-25 04:15:00,Operator_81,Type2,1.0,Chip_145523,Pass,Pass,Pass,GPRS,Key_4403,Serial_4069,ICCID_679981,Operator_131,Pass,Pass,Pass,Log_97057,PO-0039,2022,2,7,1.0,1,1.0,3.0
Batch_100,JO_00100,2022-02-18 05:05:00,Operator_24,UV Ink,PET,41.0,1025.0,253.0,772.0,624.0,401.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-02-26 04:42:00,Operator_51,Type3,2.0,Chip_237397,Pass,Pass,Pass,UMTS,Key_2752,Serial_2531,ICCID_368522,Operator_117,Pass,Pass,Pass,Log_96852,PO-0040,2022,2,7,1.0,1,1.0,3.0
Batch_101,JO_00101,2022-02-18 16:46:00,Operator_1,Metallic Ink,PVC,36.0,1008.0,545.0,463.0,919.0,89.0,Match_Good,Pass,Pass,Pass,Pass,2022-02-25 17:14:00,Operator_55,Type3,1.0,Chip_618533,Pass,Pass,Pass,GSM,Key_2425,Serial_9858,ICCID_335882,Operator_131,Pass,Pass,Pass,Log_11433,PO-0041,2022,2,7,1.0,1,1.0,3.0
Batch_102,JO_00102,2022-02-19 04:28:00,Operator_44,Offset Ink,PET,11.0,314.0,263.0,1.0,206.0,58.0,Match_Good,Pass,Pass,Pass,Pass,2022-02-25 03:09:00,Operator_55,Type2,1.0,Chip_954271,Pass,Fail,Pass,UMTS,Key_3629,Serial_9972,ICCID_806050,Operator_123,Pass,Pass,Pass,Log_11400,PO-0042,2022,2,5,1.0,1,1.0,3.0
Batch_103,JO_00103,2022-02-19 16:09:00,Operator_8,Metallic Ink,PET,42.0,1386.0,614.0,772.0,802.0,584.0,Match_Poor,Pass,Pass,Pass,Pass,2022-02-25 13:24:00,Operator_52,Type3,0.0,Chip_424945,Pass,Pass,Pass,UMTS,Key_9659,Serial_1278,ICCID_116192,Operator_110,Pass,Pass,Pass,Log_74998,PO-0043,2022,2,5,1.0,1,1.0,3.0
Batch_104,JO_00104,2022-02-20 03:50:00,Operator_24,UV Ink,PVC,35.0,1015.0,787.0,228.0,932.0,83.0,Match_Poor,Pass,Pass,Pass,Pass,2022-02-27 07:00:00,Operator_65,Type1,0.0,Chip_312471,Pass,Pass,Pass,UMTS,Key_5788,Serial_4648,ICCID_553931,Operator_106,Pass,Pass,Pass,Log_39406,PO-0044,2022,2,7,1.0,1,1.0,3.0
Batch_105,JO_00105,2022-02-20 15:31:00,Operator_11,UV Ink,PET,37.0,777.0,494.0,283.0,477.0,300.0,Match_Poor,Pass,Pass,Pass,Pass,2022-03-02 05:34:00,Operator_51,Type1,3.0,Chip_739188,Pass,Pass,Pass,UMTS,Key_5862,Serial_6339,ICCID_837039,Operator_138,Pass,Pass,Pass,Log_18963,PO-0045,2022,2,9,1.0,1,1.0,3.0
Batch_106,JO_00106,2022-02-21 03:13:00,Operator_17,Metallic Ink,PVC,28.0,672.0,180.0,492.0,231.0,441.0,Match_Fair,Pass,Pass,Pass,Pass,2022-02-25 21:44:00,Operator_71,Type1,4.0,Chip_694818,Pass,Pass,Pass,GSM,Key_6342,Serial_4317,ICCID_745255,Operator_147,Pass,Pass,Pass,Log_46268,PO-0046,2022,2,4,1.0,1,1.0,3.0
Batch_107,JO_00107,2022-02-21 14:54:00,Operator_8,Offset Ink,Composite Materials,14.0,314.0,207.0,73.0,272.0,8.0,Match_Fair,Pass,Pass,Pass,Pass,2022-03-02 06:53:00,Operator_87,Type3,3.0,Chip_625608,Pass,Pass,Pass,GSM,Key_2491,Serial_3638,ICCID_211933,Operator_127,Pass,Pass,Pass,Log_31560,PO-0047,2022,2,8,1.0,1,1.0,3.0
Batch_108,JO_00108,2022-02-22 02:35:00,Operator_35,Offset Ink,Composite Materials,42.0,1218.0,877.0,341.0,1113.0,38.0,Match_Good,Pass,Pass,Pass,Pass,2022-02-28 14:17:00,Operator_57,Type2,2.0,Chip_667515,Pass,Pass,Pass,UMTS,Key_1126,Serial_1999,ICCID_527777,Operator_111,Pass,Pass,Pass,Log_99994,PO-0048,2022,2,6,1.0,1,1.0,3.0
Batch_109,JO_00109,2022-02-22 14:16:00,Operator_35,Offset Ink,Composite Materials,29.0,812.0,407.0,405.0,483.0,329.0,Match_Poor,Pass,Pass,Pass,Pass,2022-03-01 00:24:00,Operator_61,Type2,2.0,Chip_995515,Pass,Pass,Pass,GSM,Key_5088,Serial_8236,ICCID_917227,Operator_120,Pass,Pass,Pass,Log_28184,PO-0049,2022,2,6,1.0,1,1.0,3.0
Batch_110,JO_00110,2022-02-23 01:58:00,Operator_33,Offset Ink,PVC,39.0,858.0,182.0,676.0,467.0,391.0,Match_Good,Pass,Pass,Pass,Pass,2022-03-03 01:32:00,Operator_76,Type2,1.0,Chip_255551,Pass,Pass,Pass,UMTS,Key_6725,Serial_4929,ICCID_951661,Operator_146,Pass,Pass,Pass,Log_15196,PO-0050,2022,2,7,1.0,1,1.0,3.0
Batch_111,JO_00111,2022-02-23 13:39:00,Operator_5,Metallic Ink,PVC,17.0,578.0,388.0,190.0,331.0,247.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-03-05 07:26:00,Operator_92,Type2,0.0,Chip_358470,Pass,Pass,Pass,GPRS,Key_6378,Serial_1494,ICCID_219893,Operator_105,Pass,Pass,Pass,Log_84665,PO-0051,2022,2,9,1.0,1,1.0,3.0
Batch_112,JO_00112,2022-02-24 01:20:00,Operator_42,Metallic Ink,PET,47.0,1081.0,426.0,655.0,1078.0,3.0,Match_Poor,Pass,Pass,Pass,Pass,2022-03-04 14:06:00,Operator_52,Type2,1.0,Chip_198037,Pass,Pass,Pass,GPRS,Key_3771,Serial_6830,ICCID_841175,Operator_132,Pass,Pass,Pass,Log_87044,PO-0052,2022,2,8,1.0,1,1.0,3.0
Batch_113,JO_00113,2022-02-24 13:01:00,Operator_39,UV Ink,PET,26.0,832.0,683.0,149.0,297.0,535.0,Match_Fair,Pass,Pass,Pass,Pass,2022-03-01 06:43:00,Operator_80,Type3,4.0,Chip_769894,Pass,Pass,Pass,GSM,Key_5351,Serial_5976,ICCID_671280,Operator_105,Pass,Pass,Pass,Log_95903,PO-0053,2022,2,4,1.0,1,1.0,3.0
Batch_114,JO_00114,2022-02-25 00:43:00,Operator_41,Offset Ink,PET,10.0,314.0,235.0,15.0,206.0,44.0,Match_Poor,Pass,Pass,Pass,Pass,2022-02-28 06:43:00,Operator_64,Type2,1.0,Chip_658270,Pass,Pass,Pass,GSM,Key_9148,Serial_6781,ICCID_631644,Operator_122,Pass,Pass,Pass,Log_24033,PO-0054,2022,2,3,1.0,1,1.0,3.0
Batch_115,JO_00115,2022-02-25 12:24:00,Operator_28,Offset Ink,PET,12.0,468.0,365.0,103.0,458.0,10.0,Match_Good,Pass,Pass,Fail,Pass,2022-03-06 15:25:00,Operator_55,Type1,2.0,Chip_484914,Pass,Pass,Pass,GSM,Key_8797,Serial_5475,ICCID_827547,Operator_101,Pass,Pass,Pass,Log_51468,PO-0055,2022,2,9,1.0,1,1.0,3.0
Batch_116,JO_00116,2022-02-26 00:05:00,Operator_7,Offset Ink,PET,35.0,1260.0,226.0,1034.0,826.0,434.0,Match_Fair,Pass,Pass,Pass,Pass,2022-03-01 15:42:00,Operator_81,Type3,2.0,Chip_993056,Pass,Pass,Pass,UMTS,Key_2536,Serial_7144,ICCID_647078,Operator_120,Pass,Pass,Pass,Log_83050,PO-0056,2022,2,3,1.0,1,1.0,3.0
Batch_117,JO_00117,2022-02-26 11:47:00,Operator_9,Metallic Ink,PVC,40.0,960.0,794.0,166.0,388.0,572.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-03-05 13:50:00,Operator_98,Type1,3.0,Chip_568000,Pass,Pass,Pass,GPRS,Key_1001,Serial_6213,ICCID_343028,Operator_115,Pass,Pass,Pass,Log_57437,PO-0057,2022,2,7,1.0,1,1.0,3.0
Batch_118,JO_00118,2022-02-26 23:28:00,Operator_8,Offset Ink,PVC,17.0,578.0,382.0,196.0,306.0,272.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-03-02 10:31:00,Operator_82,Type2,1.0,Chip_390826,Pass,Pass,Pass,GPRS,Key_4657,Serial_1066,ICCID_309211,Operator_111,Pass,Pass,Pass,Log_36465,PO-0058,2022,2,3,1.0,1,1.0,3.0
Batch_119,JO_00119,2022-02-27 11:09:00,Operator_12,Metallic Ink,Composite Materials,17.0,459.0,448.0,11.0,186.0,273.0,Match_Good,Pass,Pass,Pass,Pass,2022-03-02 08:20:00,Operator_84,Type2,0.0,Chip_241818,Pass,Fail,Pass,GSM,Key_5388,Serial_9645,ICCID_960181,Operator_132,Pass,Pass,Pass,Log_61466,PO-0059,2022,2,2,1.0,1,1.0,3.0
Batch_120,JO_00120,2022-02-27 22:50:00,Operator_34,Offset Ink,Composite Materials,44.0,1056.0,925.0,131.0,401.0,655.0,Match_Poor,Pass,Pass,Pass,Pass,2022-03-05 10:30:00,Operator_60,Type1,4.0,Chip_318555,Pass,Pass,Pass,GPRS,Key_4165,Serial_6086,ICCID_211509,Operator_128,Pass,Pass,Pass,Log_45992,PO-0060,2022,2,5,1.0,1,1.0,3.0
Batch_121,JO_00121,2022-02-28 10:32:00,Operator_33,Offset Ink,Composite Materials,48.0,1410.0,286.0,1250.0,256.0,657.625,Match_Perfect,Pass,Pass,Pass,Pass,2022-03-02 17:46:00,Operator_81,Type1,4.0,Chip_349046,Pass,Pass,Pass,GSM,Key_4243,Serial_6124,ICCID_859188,Operator_128,Pass,Pass,Pass,Log_52193,PO-0021,2022,2,2,1.0,1,1.0,3.0
Batch_122,JO_00122,2022-02-28 22:13:00,Operator_48,UV Ink,Composite Materials,37.0,740.0,620.0,120.0,517.0,223.0,Match_Good,Pass,Pass,Pass,Fail,2022-03-05 10:11:00,Operator_77,Type3,0.0,Chip_322961,Pass,Pass,Pass,GSM,Key_8319,Serial_3755,ICCID_735916,Operator_117,Pass,Pass,Pass,Log_53367,PO-0022,2022,2,4,1.0,1,1.0,3.0
Batch_123,JO_00123,2022-03-01 09:54:00,Operator_23,Offset Ink,PVC,13.0,314.0,256.0,4.0,201.0,59.0,Match_Fair,Pass,Pass,Pass,Pass,2022-03-06 00:45:00,Operator_68,Type2,4.0,Chip_648332,Pass,Fail,Pass,GPRS,Key_8286,Serial_2354,ICCID_167820,Operator_134,Pass,Pass,Pass,Log_10672,PO-0023,2022,3,4,1.0,1,1.0,3.0
Batch_124,JO_00124,2022-03-01 21:35:00,Operator_24,Offset Ink,PVC,25.0,650.0,579.0,71.0,513.0,137.0,Match_Fair,Pass,Fail,Pass,Pass,2022-03-09 23:01:00,Operator_55,Type2,0.0,Chip_783803,Pass,Pass,Pass,GPRS,Key_2661,Serial_9253,ICCID_503141,Operator_124,Pass,Pass,Pass,Log_39957,PO-0024,2022,3,8,1.0,1,1.0,3.0
